status,challenge,victim,attacker,flag,ts
duplicated,zblog,10.0.66.3:80,wangyihang,e08ad6b1e9d26a58248b5a39593a8a8c,1537074404.56
duplicated,zblog,10.0.80.3:80,wangyihang,1a5968cdafecb9454b539c7d6caa677f,1537074404.64
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537074404.66
WRONG,zblog,10.0.89.3:80,wangyihang,24ea0dd9a72788e370df7b4e28ee2c6f,1537074404.78
duplicated,zblog,10.0.85.3:80,wangyihang,cd1caf6c8d471cf93fca033011f32a4d,1537074405.01
WRONG,zblog,10.0.72.3:80,wangyihang,8d4095a77516c897407ed46e1b8553d7,1537074416.51
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537074705.01
duplicated,zblog,10.0.80.3:80,wangyihang,ee34ad5c1f3e078dba6fb271ce60da97,1537074705.02
duplicated,zblog,10.0.85.3:80,wangyihang,f5657887779e5fcd3fd6cd2d77c4d00c,1537074705.3
duplicated,zblog,10.0.92.3:80,wangyihang,97aebedfd6924119c7fc9830526de029,1537074705.68
WRONG,zblog,10.0.89.3:80,wangyihang,e95b445f55440969acb8cc3b50f1d9c9,1537074706.16
correct,zblog,10.0.66.3:80,wangyihang,1154edc3698e157816f39d7c465fbdc3,1537074857.52
duplicated,zblog,10.0.64.3:80,wangyihang,5983b3479a21c9dfd0613becc3c89b37,1537074857.52
WRONG,zblog,10.0.72.3:80,wangyihang,8d4095a77516c897407ed46e1b8553d7,1537074857.57
duplicated,zblog,10.0.85.3:80,wangyihang,f5657887779e5fcd3fd6cd2d77c4d00c,1537074858.68
duplicated,zblog,10.0.92.3:80,wangyihang,97aebedfd6924119c7fc9830526de029,1537074858.73
WRONG,zblog,10.0.72.3:80,wangyihang,8d4095a77516c897407ed46e1b8553d7,1537074956.3
duplicated,zblog,10.0.80.3:80,wangyihang,ee34ad5c1f3e078dba6fb271ce60da97,1537075006.03
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537075006.14
WRONG,zblog,10.0.89.3:80,wangyihang,e95b445f55440969acb8cc3b50f1d9c9,1537075006.34
duplicated,zblog,10.0.85.3:80,wangyihang,f5657887779e5fcd3fd6cd2d77c4d00c,1537075006.47
duplicated,zblog,10.0.92.3:80,wangyihang,97aebedfd6924119c7fc9830526de029,1537075006.71
correct,oneshot,oneshot,link,9c0ea9cfa3eeefc881175b7bf5b33994,1537075081.39
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537075306.75
WRONG,zblog,10.0.89.3:80,wangyihang,80c36c13ddc137b2b842117ad377c4fe,1537075306.88
duplicated,zblog,10.0.64.3:80,wangyihang,29b19fd8070d7042d77cd53b504579dc,1537075398.34
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537075442.3
duplicated,zblog,10.0.65.3:80,wangyihang,67231169109d0aa377be13ed110971c3,1537075442.48
WRONG,zblog,10.0.89.3:80,wangyihang,80c36c13ddc137b2b842117ad377c4fe,1537075442.52
duplicated,zblog,10.0.72.3:80,wangyihang,93cb720280e5a619f981878b2096e9ff,1537075744.8
WRONG,zblog,10.0.89.3:80,wangyihang,80c36c13ddc137b2b842117ad377c4fe,1537075746.97
correct,zblog,10.0.92.3:80,wangyihang,872892ba668dfc839bdcfe3b4073b416,1537075748.35
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537075762.08
correct,zblog,10.0.65.3:80,wangyihang,1de05fed2d6710e4a8035e88191780ca,1537075939.11
correct,zblog,10.0.66.3:80,wangyihang,17df3822a1b2c5c3de85f8be55bb85eb,1537075939.11
duplicated,zblog,10.0.64.3:80,wangyihang,5206acc81e59a32a40cf6028701efa48,1537075939.12
correct,zblog,10.0.92.3:80,wangyihang,9de271e95eb9c3e68f1d478f9503f1b5,1537075939.33
duplicated,zblog,10.0.80.3:80,wangyihang,721388bc0bff112bbd94c5756c531669,1537075942.24
duplicated,zblog,10.0.65.3:80,wangyihang,1de05fed2d6710e4a8035e88191780ca,1537076042.97
duplicated,zblog,10.0.72.3:80,wangyihang,f176785a19049b0263e8334b407cea8c,1537076042.98
duplicated,zblog,10.0.80.3:80,wangyihang,721388bc0bff112bbd94c5756c531669,1537076043.45
WRONG,zblog,10.0.89.3:80,wangyihang,89c1f44e1fa59a40f5f7290a64c494eb,1537076043.76
duplicated,zblog,10.0.92.3:80,wangyihang,9de271e95eb9c3e68f1d478f9503f1b5,1537076043.82
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537076046.09
duplicated,zblog,10.0.72.3:80,wangyihang,f176785a19049b0263e8334b407cea8c,1537076343.42
duplicated,zblog,10.0.80.3:80,wangyihang,721388bc0bff112bbd94c5756c531669,1537076343.95
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537076344.07
duplicated,zblog,10.0.65.3:80,wangyihang,1de05fed2d6710e4a8035e88191780ca,1537076344.2
duplicated,zblog,10.0.92.3:80,wangyihang,9de271e95eb9c3e68f1d478f9503f1b5,1537076344.46
WRONG,zblog,10.0.89.3:80,wangyihang,89c1f44e1fa59a40f5f7290a64c494eb,1537076345.44
duplicated,zblog,10.0.65.3:80,wangyihang,19e25075abad310293286f7f73a19bc6,1537076480.93
duplicated,zblog,10.0.64.3:80,wangyihang,5e12eaa422f32025d91a0e41a3013b5a,1537076480.94
duplicated,zblog,10.0.80.3:80,wangyihang,6e6c8792aa6931f0bb68f74d9e016c40,1537076482.14
duplicated,zblog,10.0.92.3:80,wangyihang,06bda3a1a01bce9de30effe49359f1ec,1537076482.41
duplicated,zblog,10.0.64.3:80,wangyihang,5e12eaa422f32025d91a0e41a3013b5a,1537076487.5
duplicated,zblog,10.0.65.3:80,wangyihang,19e25075abad310293286f7f73a19bc6,1537076487.53
correct,zblog,10.0.76.3:80,wangyihang,32454724e85517c0910c4dbdd2ef606f,1537076487.67
correct,zblog,10.0.79.3:80,wangyihang,9b7d916a24b0138395e4099c70b422a4,1537076487.74
duplicated,zblog,10.0.80.3:80,wangyihang,6e6c8792aa6931f0bb68f74d9e016c40,1537076487.8
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537076487.85
duplicated,zblog,10.0.92.3:80,wangyihang,06bda3a1a01bce9de30effe49359f1ec,1537076488.1
correct,zblog,10.0.72.3:80,wangyihang,05b1984a9627455576264e30ec7d098a,1537076490.59
correct,zblog,10.0.83.3:80,wangyihang,ef4d8c2dc0cd58ca2eda0482f36732f1,1537076503.2
duplicated,zblog,10.0.72.3:80,wangyihang,05b1984a9627455576264e30ec7d098a,1537076517.37
duplicated,zblog,10.0.80.3:80,wangyihang,6e6c8792aa6931f0bb68f74d9e016c40,1537076517.45
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537076517.54
WRONG,zblog,10.0.89.3:80,wangyihang,cd7e331e487cbdab239810d7b6fe2ead,1537076517.84
duplicated,zblog,10.0.65.3:80,wangyihang,19e25075abad310293286f7f73a19bc6,1537076518.08
duplicated,zblog,10.0.92.3:80,wangyihang,06bda3a1a01bce9de30effe49359f1ec,1537076518.21
duplicated,zblog,10.0.67.3:80,wangyihang,7d71d4f9b4791c642e56cc0e91372777,1537076532.32
duplicated,zblog,10.0.64.3:80,wangyihang,5e12eaa422f32025d91a0e41a3013b5a,1537076532.34
duplicated,zblog,10.0.64.3:80,wangyihang,5e12eaa422f32025d91a0e41a3013b5a,1537076538.07
duplicated,zblog,10.0.65.3:80,wangyihang,19e25075abad310293286f7f73a19bc6,1537076541.09
duplicated,zblog,10.0.80.3:80,wangyihang,6e6c8792aa6931f0bb68f74d9e016c40,1537076541.11
duplicated,zblog,10.0.92.3:80,wangyihang,06bda3a1a01bce9de30effe49359f1ec,1537076544.51
duplicated,zblog,10.0.65.3:80,wangyihang,19e25075abad310293286f7f73a19bc6,1537076787.93
duplicated,zblog,10.0.66.3:80,wangyihang,48fb3eec47f7965bb9a31671df26caa6,1537076787.93
duplicated,zblog,10.0.64.3:80,wangyihang,5e12eaa422f32025d91a0e41a3013b5a,1537076787.93
duplicated,zblog,10.0.72.3:80,wangyihang,05b1984a9627455576264e30ec7d098a,1537076788.98
duplicated,zblog,10.0.76.3:80,wangyihang,32454724e85517c0910c4dbdd2ef606f,1537076789.04
duplicated,zblog,10.0.79.3:80,wangyihang,9b7d916a24b0138395e4099c70b422a4,1537076789.09
duplicated,zblog,10.0.80.3:80,wangyihang,6e6c8792aa6931f0bb68f74d9e016c40,1537076789.1
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537076789.12
duplicated,zblog,10.0.92.3:80,wangyihang,06bda3a1a01bce9de30effe49359f1ec,1537076789.23
duplicated,zblog,10.0.72.3:80,wangyihang,05b1984a9627455576264e30ec7d098a,1537076816.67
duplicated,zblog,10.0.65.3:80,wangyihang,19e25075abad310293286f7f73a19bc6,1537076816.72
duplicated,zblog,10.0.80.3:80,wangyihang,6e6c8792aa6931f0bb68f74d9e016c40,1537076816.8
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537076816.89
WRONG,zblog,10.0.89.3:80,wangyihang,cd7e331e487cbdab239810d7b6fe2ead,1537076817.22
duplicated,zblog,10.0.92.3:80,wangyihang,06bda3a1a01bce9de30effe49359f1ec,1537076817.51
duplicated,zblog,10.0.66.3:80,wangyihang,48fb3eec47f7965bb9a31671df26caa6,1537076819.93
duplicated,zblog,10.0.65.3:80,wangyihang,58ef884f48a478fd207940b6b18bb939,1537077078.85
duplicated,zblog,10.0.64.3:80,wangyihang,120dab179ddca6bd51d85633fffe1bef,1537077078.85
duplicated,zblog,10.0.80.3:80,wangyihang,a226f3e957a0de94ef57df002e010ba2,1537077078.93
duplicated,zblog,10.0.92.3:80,wangyihang,b3bbe2c8476945f6ffbcdaf7f3d37367,1537077079.05
duplicated,zblog,10.0.66.3:80,wangyihang,fc26c241f4c5fea7e97326df94904056,1537077088.36
duplicated,zblog,10.0.64.3:80,wangyihang,120dab179ddca6bd51d85633fffe1bef,1537077088.36
duplicated,zblog,10.0.65.3:80,wangyihang,58ef884f48a478fd207940b6b18bb939,1537077088.36
duplicated,zblog,10.0.72.3:80,wangyihang,ae42cb649addb66394f78b3908fb0f3b,1537077088.4
duplicated,zblog,10.0.76.3:80,wangyihang,6d42391855554402133170ef0473817d,1537077088.43
duplicated,zblog,10.0.80.3:80,wangyihang,a226f3e957a0de94ef57df002e010ba2,1537077088.45
duplicated,zblog,10.0.79.3:80,wangyihang,128d2f413bd10ef30c6b8a12b79e7fbb,1537077088.46
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537077088.49
duplicated,zblog,10.0.92.3:80,wangyihang,b3bbe2c8476945f6ffbcdaf7f3d37367,1537077088.54
duplicated,zblog,10.0.72.3:80,wangyihang,ae42cb649addb66394f78b3908fb0f3b,1537077117.11
duplicated,zblog,10.0.66.3:80,wangyihang,fc26c241f4c5fea7e97326df94904056,1537077117.26
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537077117.34
WRONG,zblog,10.0.89.3:80,wangyihang,cce20c3f28c49542282aadd414acc02d,1537077117.64
duplicated,zblog,10.0.92.3:80,wangyihang,b3bbe2c8476945f6ffbcdaf7f3d37367,1537077117.8
duplicated,zblog,10.0.65.3:80,wangyihang,58ef884f48a478fd207940b6b18bb939,1537077120.19
duplicated,zblog,10.0.80.3:80,wangyihang,a226f3e957a0de94ef57df002e010ba2,1537077120.22
duplicated,zblog,10.0.66.3:80,wangyihang,fc26c241f4c5fea7e97326df94904056,1537077388.81
duplicated,zblog,10.0.64.3:80,wangyihang,120dab179ddca6bd51d85633fffe1bef,1537077388.82
duplicated,zblog,10.0.65.3:80,wangyihang,58ef884f48a478fd207940b6b18bb939,1537077388.82
duplicated,zblog,10.0.72.3:80,wangyihang,ae42cb649addb66394f78b3908fb0f3b,1537077388.85
duplicated,zblog,10.0.76.3:80,wangyihang,6d42391855554402133170ef0473817d,1537077388.88
duplicated,zblog,10.0.80.3:80,wangyihang,a226f3e957a0de94ef57df002e010ba2,1537077389.9
duplicated,zblog,10.0.79.3:80,wangyihang,128d2f413bd10ef30c6b8a12b79e7fbb,1537077389.92
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537077389.94
duplicated,zblog,10.0.92.3:80,wangyihang,b3bbe2c8476945f6ffbcdaf7f3d37367,1537077389.98
duplicated,zblog,10.0.72.3:80,wangyihang,ae42cb649addb66394f78b3908fb0f3b,1537077417.59
duplicated,zblog,10.0.80.3:80,wangyihang,a226f3e957a0de94ef57df002e010ba2,1537077418.62
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537077418.68
duplicated,zblog,10.0.66.3:80,wangyihang,fc26c241f4c5fea7e97326df94904056,1537077418.84
WRONG,zblog,10.0.89.3:80,wangyihang,cce20c3f28c49542282aadd414acc02d,1537077418.9
duplicated,zblog,10.0.92.3:80,wangyihang,b3bbe2c8476945f6ffbcdaf7f3d37367,1537077418.94
correct,zblog,10.0.64.3:80,wangyihang,de93f30d0887cb56d3c0eab5632c0f79,1537077619.64
correct,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537077619.75
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537077619.83
duplicated,zblog,10.0.65.3:80,wangyihang,31d1ad5f4097e94c1631d558e020f0d5,1537077689.25
duplicated,zblog,10.0.64.3:80,wangyihang,de93f30d0887cb56d3c0eab5632c0f79,1537077689.25
duplicated,zblog,10.0.66.3:80,wangyihang,7314777681bf9c8a01b7fc68971e47c3,1537077689.25
duplicated,zblog,10.0.72.3:80,wangyihang,552ca515882c89c86a149514746b3348,1537077689.28
duplicated,zblog,10.0.76.3:80,wangyihang,b09e3e92bdd152820fd6a55a65fb02ee,1537077689.32
duplicated,zblog,10.0.79.3:80,wangyihang,68d9c4bf2b440fc2a6bc424975a8a4e2,1537077689.36
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537077689.37
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537077689.4
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537077689.45
duplicated,zblog,10.0.72.3:80,wangyihang,552ca515882c89c86a149514746b3348,1537077718.04
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537077718.06
duplicated,zblog,10.0.66.3:80,wangyihang,7314777681bf9c8a01b7fc68971e47c3,1537077718.28
WRONG,zblog,10.0.89.3:80,wangyihang,8f40c502eb0d2159433cee602aa25e88,1537077718.49
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537077718.59
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537077719.15
duplicated,zblog,10.0.66.3:80,wangyihang,7314777681bf9c8a01b7fc68971e47c3,1537077989.69
duplicated,zblog,10.0.72.3:80,wangyihang,552ca515882c89c86a149514746b3348,1537077989.73
duplicated,zblog,10.0.76.3:80,wangyihang,b09e3e92bdd152820fd6a55a65fb02ee,1537077989.78
duplicated,zblog,10.0.79.3:80,wangyihang,68d9c4bf2b440fc2a6bc424975a8a4e2,1537077989.8
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537077989.81
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537077989.84
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537077989.89
duplicated,zblog,10.0.64.3:80,wangyihang,de93f30d0887cb56d3c0eab5632c0f79,1537077990.68
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537078018.5
duplicated,zblog,10.0.66.3:80,wangyihang,7314777681bf9c8a01b7fc68971e47c3,1537078018.56
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537078018.6
duplicated,zblog,10.0.72.3:80,wangyihang,552ca515882c89c86a149514746b3348,1537078018.69
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537078018.84
WRONG,zblog,10.0.89.3:80,wangyihang,8f40c502eb0d2159433cee602aa25e88,1537078018.91
duplicated,zblog,10.0.64.3:80,wangyihang,de93f30d0887cb56d3c0eab5632c0f79,1537078160.42
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537078160.53
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537078161.64
duplicated,zblog,10.0.65.3:80,wangyihang,31d1ad5f4097e94c1631d558e020f0d5,1537078290.13
duplicated,zblog,10.0.64.3:80,wangyihang,de93f30d0887cb56d3c0eab5632c0f79,1537078290.13
duplicated,zblog,10.0.66.3:80,wangyihang,7314777681bf9c8a01b7fc68971e47c3,1537078290.13
duplicated,zblog,10.0.72.3:80,wangyihang,552ca515882c89c86a149514746b3348,1537078290.16
duplicated,zblog,10.0.76.3:80,wangyihang,b09e3e92bdd152820fd6a55a65fb02ee,1537078290.2
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537078290.24
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537078290.34
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537078293.24
duplicated,zblog,10.0.79.3:80,wangyihang,68d9c4bf2b440fc2a6bc424975a8a4e2,1537078293.25
duplicated,zblog,10.0.65.3:80,wangyihang,31d1ad5f4097e94c1631d558e020f0d5,1537078318.87
duplicated,zblog,10.0.66.3:80,wangyihang,7314777681bf9c8a01b7fc68971e47c3,1537078318.88
duplicated,zblog,10.0.72.3:80,wangyihang,552ca515882c89c86a149514746b3348,1537078318.92
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537078318.99
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537078319.01
WRONG,zblog,10.0.89.3:80,wangyihang,8f40c502eb0d2159433cee602aa25e88,1537078319.32
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537078320.38
duplicated,zblog,10.0.66.3:80,wangyihang,7314777681bf9c8a01b7fc68971e47c3,1537078590.57
duplicated,zblog,10.0.65.3:80,wangyihang,31d1ad5f4097e94c1631d558e020f0d5,1537078590.57
duplicated,zblog,10.0.64.3:80,wangyihang,de93f30d0887cb56d3c0eab5632c0f79,1537078590.58
duplicated,zblog,10.0.72.3:80,wangyihang,552ca515882c89c86a149514746b3348,1537078590.6
duplicated,zblog,10.0.76.3:80,wangyihang,b09e3e92bdd152820fd6a55a65fb02ee,1537078590.63
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537078590.67
duplicated,zblog,10.0.84.3:80,wangyihang,c34fb49e6c3dd1e6289cb6d3cd52a9e7,1537078590.71
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537078590.77
duplicated,zblog,10.0.79.3:80,wangyihang,68d9c4bf2b440fc2a6bc424975a8a4e2,1537078591.27
duplicated,zblog,10.0.66.3:80,wangyihang,7314777681bf9c8a01b7fc68971e47c3,1537078619.31
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537078619.41
duplicated,zblog,10.0.72.3:80,wangyihang,552ca515882c89c86a149514746b3348,1537078619.42
duplicated,zblog,10.0.84.3:80,wangyihang,c34fb49e6c3dd1e6289cb6d3cd52a9e7,1537078619.45
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537078619.71
WRONG,zblog,10.0.89.3:80,wangyihang,8f40c502eb0d2159433cee602aa25e88,1537078619.76
duplicated,zblog,10.0.64.3:80,wangyihang,de93f30d0887cb56d3c0eab5632c0f79,1537078701.22
duplicated,zblog,10.0.80.3:80,wangyihang,fc0bc63843b6e29a30b086b4e6e88310,1537078701.31
duplicated,zblog,10.0.79.3:80,wangyihang,68d9c4bf2b440fc2a6bc424975a8a4e2,1537078701.35
duplicated,zblog,10.0.92.3:80,wangyihang,5d78a3f45fe2a0182bd2a316272a6653,1537078701.41
correct,zblog,10.0.66.3:80,wangyihang,f8c073c62d0dfa441e23b3e6dacb53f2,1537078890.99
duplicated,zblog,10.0.65.3:80,wangyihang,c23be99f3e1c89910f8e028e8fdb1386,1537078890.99
duplicated,zblog,10.0.64.3:80,wangyihang,4b0b51e131c33f3bd614560df6d87ccd,1537078891.0
correct,zblog,10.0.72.3:80,wangyihang,8d4e0aba917811a0a4b323afdbc42a37,1537078891.02
correct,zblog,10.0.76.3:80,wangyihang,602d61166c5d19ad169cd6531be9b885,1537078891.05
duplicated,zblog,10.0.79.3:80,wangyihang,9ae7a11946f560a33fd10f11523dc47f,1537078891.07
duplicated,zblog,10.0.84.3:80,wangyihang,91e9838d5b7ba7c16cc70464b654df28,1537078891.12
duplicated,zblog,10.0.92.3:80,wangyihang,a4606e8964f08034e372c504bc696720,1537078891.18
duplicated,zblog,10.0.84.3:80,wangyihang,91e9838d5b7ba7c16cc70464b654df28,1537078919.88
duplicated,zblog,10.0.66.3:80,wangyihang,f8c073c62d0dfa441e23b3e6dacb53f2,1537078919.93
WRONG,zblog,10.0.89.3:80,wangyihang,4e96cbc182f594d9711c6c600f831102,1537078920.17
duplicated,zblog,10.0.92.3:80,wangyihang,a4606e8964f08034e372c504bc696720,1537078920.32
duplicated,zblog,10.0.65.3:80,wangyihang,c23be99f3e1c89910f8e028e8fdb1386,1537079191.42
duplicated,zblog,10.0.64.3:80,wangyihang,4b0b51e131c33f3bd614560df6d87ccd,1537079192.41
duplicated,zblog,10.0.72.3:80,wangyihang,8d4e0aba917811a0a4b323afdbc42a37,1537079192.44
duplicated,zblog,10.0.66.3:80,wangyihang,f8c073c62d0dfa441e23b3e6dacb53f2,1537079192.45
duplicated,zblog,10.0.76.3:80,wangyihang,602d61166c5d19ad169cd6531be9b885,1537079192.5
duplicated,zblog,10.0.79.3:80,wangyihang,9ae7a11946f560a33fd10f11523dc47f,1537079192.52
duplicated,zblog,10.0.84.3:80,wangyihang,91e9838d5b7ba7c16cc70464b654df28,1537079192.55
duplicated,zblog,10.0.92.3:80,wangyihang,a4606e8964f08034e372c504bc696720,1537079192.62
duplicated,zblog,10.0.66.3:80,wangyihang,f8c073c62d0dfa441e23b3e6dacb53f2,1537079220.42
duplicated,zblog,10.0.84.3:80,wangyihang,91e9838d5b7ba7c16cc70464b654df28,1537079220.49
duplicated,zblog,10.0.92.3:80,wangyihang,a4606e8964f08034e372c504bc696720,1537079220.9
WRONG,zblog,10.0.89.3:80,wangyihang,4e96cbc182f594d9711c6c600f831102,1537079220.96
duplicated,zblog,10.0.64.3:80,wangyihang,4b0b51e131c33f3bd614560df6d87ccd,1537079241.99
duplicated,zblog,10.0.79.3:80,wangyihang,9ae7a11946f560a33fd10f11523dc47f,1537079242.08
duplicated,zblog,10.0.92.3:80,wangyihang,a4606e8964f08034e372c504bc696720,1537079245.21
duplicated,zblog,10.0.64.3:80,wangyihang,e22a9b4a26b7832f209ab30a49e7b1a6,1537079491.84
duplicated,zblog,10.0.66.3:80,wangyihang,9ecbff34532c623465e9b0cc4a28499e,1537079491.84
duplicated,zblog,10.0.65.3:80,wangyihang,93608db781dc90f46b794f7eca5f4f98,1537079491.84
correct,zblog,10.0.72.3:80,wangyihang,80a8d7ce765892f0e8332d14cece2d1a,1537079491.87
duplicated,zblog,10.0.76.3:80,wangyihang,9df7d7646f8fc56c587dbc2ed5d6f0b1,1537079491.9
duplicated,zblog,10.0.79.3:80,wangyihang,284079f317e33ed27ac921cea9263338,1537079491.93
duplicated,zblog,10.0.84.3:80,wangyihang,dd4dce93fb559bb57ce2da44b46fb467,1537079491.96
duplicated,zblog,10.0.92.3:80,wangyihang,2b111af3e3e9afc967a6c67e690ed643,1537079492.05
duplicated,zblog,10.0.84.3:80,wangyihang,dd4dce93fb559bb57ce2da44b46fb467,1537079520.78
duplicated,zblog,10.0.66.3:80,wangyihang,9ecbff34532c623465e9b0cc4a28499e,1537079520.81
duplicated,zblog,10.0.72.3:80,wangyihang,80a8d7ce765892f0e8332d14cece2d1a,1537079520.93
WRONG,zblog,10.0.89.3:80,wangyihang,25905a16383eb7dc9a9313e11ed1e7a3,1537079521.25
duplicated,zblog,10.0.92.3:80,wangyihang,2b111af3e3e9afc967a6c67e690ed643,1537079521.36
duplicated,zblog,10.0.64.3:80,wangyihang,e22a9b4a26b7832f209ab30a49e7b1a6,1537079782.77
duplicated,zblog,10.0.79.3:80,wangyihang,284079f317e33ed27ac921cea9263338,1537079782.86
duplicated,zblog,10.0.92.3:80,wangyihang,2b111af3e3e9afc967a6c67e690ed643,1537079782.97
duplicated,zblog,10.0.66.3:80,wangyihang,9ecbff34532c623465e9b0cc4a28499e,1537079792.26
duplicated,zblog,10.0.64.3:80,wangyihang,e22a9b4a26b7832f209ab30a49e7b1a6,1537079792.26
duplicated,zblog,10.0.65.3:80,wangyihang,93608db781dc90f46b794f7eca5f4f98,1537079792.26
duplicated,zblog,10.0.72.3:80,wangyihang,80a8d7ce765892f0e8332d14cece2d1a,1537079792.29
duplicated,zblog,10.0.76.3:80,wangyihang,9df7d7646f8fc56c587dbc2ed5d6f0b1,1537079792.32
duplicated,zblog,10.0.79.3:80,wangyihang,284079f317e33ed27ac921cea9263338,1537079792.35
duplicated,zblog,10.0.84.3:80,wangyihang,dd4dce93fb559bb57ce2da44b46fb467,1537079792.39
duplicated,zblog,10.0.92.3:80,wangyihang,2b111af3e3e9afc967a6c67e690ed643,1537079792.44
duplicated,zblog,10.0.66.3:80,wangyihang,9ecbff34532c623465e9b0cc4a28499e,1537079821.46
duplicated,zblog,10.0.72.3:80,wangyihang,80a8d7ce765892f0e8332d14cece2d1a,1537079821.79
duplicated,zblog,10.0.84.3:80,wangyihang,dd4dce93fb559bb57ce2da44b46fb467,1537079822.13
WRONG,zblog,10.0.89.3:80,wangyihang,25905a16383eb7dc9a9313e11ed1e7a3,1537079822.42
duplicated,zblog,10.0.92.3:80,wangyihang,2b111af3e3e9afc967a6c67e690ed643,1537079822.43
duplicated,zblog,10.0.64.3:80,wangyihang,56458d53ec2f6eec9357e05ba6f6c60c,1537080092.72
duplicated,zblog,10.0.65.3:80,wangyihang,34b44941c6690f725bcbe75da113e568,1537080092.72
duplicated,zblog,10.0.66.3:80,wangyihang,9e89b18744a448a284ed8e33278f929c,1537080092.72
correct,zblog,10.0.72.3:80,wangyihang,e40aadd5a120312a0219f0ba46ad5dee,1537080092.75
correct,zblog,10.0.76.3:80,wangyihang,929c7ebb5e0f16487d7bf0bfb5b3dc41,1537080092.78
correct,zblog,10.0.79.3:80,wangyihang,cf87d8fd7c6ecfd37fc1c6e8c2a657b7,1537080092.81
